answer_f1,hybrid_alpha,mrr,num_questions,recall@1,recall@10,recall@5,retriever
0.9846265359626047,,0.9071845739796897,5774,0.8628333910633876,0.9790439903013509,0.9638032559750607,bm25
0.9803367548833193,,0.8472090955075007,5774,0.774160027710426,0.9707308624870108,0.9414617249740215,dense
0.9905118743146786,0.5,0.9183414567766829,5774,0.8761690335988915,0.9863179771388985,0.9722895739521995,hybrid
